invoiceid;branch;city;customer type;product category;product name;unit price;quantity;tax;total;date;time;payment;cogs;gross margin percentage;gross income;rating
INV-004416;A;Bauru;Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;30.49;2;9.5;60.98;2026-07-09;16:05:19;Cartão de Crédito;36.95;39.41;24.03;4.6
INV-004417;A;São Carlos;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;16.21;1;5.2;16.21;2026-06-23;16:44:02;Pix;11.84;26.96;4.37;4.1
INV-004418;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;21.48;4;8.0;85.92;2026-07-29;10:20:02;Cartão de Crédito;54.68;36.36;31.24;4.5
INV-004419;A;Jaú;Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;20.32;1;5.2;20.32;2026-05-24;13:21:59;Cartão de Crédito;10.6;47.83;9.72;4.4
INV-004420;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;11.29;1;8.0;11.29;2026-06-02;11:56:42;Cartão de Débito;7.32;35.16;3.97;4.6
INV-004421;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;17.87;3;9.5;53.61;2026-07-16;20:55:37;Cartão de Débito;36.6;31.73;17.01;4.8
INV-004422;A;Bauru;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;8.52;1;6.0;8.52;2026-07-21;17:20:57;Cartão de Crédito;5.43;36.27;3.09;5.0
INV-004423;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;14.06;1;7.5;14.06;2026-07-21;16:47:28;Pix;10.17;27.67;3.89;5.0
INV-004424;A;Bauru;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;12.96;2;4.5;25.92;2026-05-28;11:00:35;Pix;19.5;24.77;6.42;3.9
INV-004425;A;São Carlos;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;49.13;4;5.2;196.52;2026-05-24;18:44:59;Cartão de Crédito;122.77;37.53;73.75;3.6
INV-004426;C;São Carlos;Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;7.51;1;4.5;7.51;2026-06-13;16:40:19;Cartão de Débito;4.07;45.81;3.44;3.9
INV-004427;A;Bauru;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;17.8;1;7.5;17.8;2026-07-24;18:36:52;Cartão de Crédito;9.49;46.69;8.31;5.0
INV-004428;B;Jaú;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;18.12;1;6.0;18.12;2026-06-23;11:00:09;Cartão de Crédito;13.38;26.16;4.74;4.5
INV-004429;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;8.52;1;10.2;8.52;2026-05-23;12:07:39;Pix;5.36;37.09;3.16;4.7
INV-004430;A;São Carlos;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;24.2;1;6.0;24.2;2026-07-10;16:16:56;Pix;12.78;47.19;11.42;3.9
INV-004431;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.38;4;5.2;45.52;2026-06-25;11:57:31;Cartão de Débito;31.52;30.76;14.0;4.1
INV-004432;A;São Carlos;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;30.4;2;6.0;60.8;2026-07-26;17:45:01;Cartão de Crédito;40.05;34.13;20.75;4.2
INV-004433;A;Araraquara;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;16.24;1;8.0;16.24;2026-06-27;12:03:40;Pix;10.89;32.94;5.35;5.0
INV-004434;A;Araraquara;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;47.52;3;10.2;142.56;2026-07-15;18:00:09;Pix;85.41;40.09;57.15;4.4
INV-004435;A;Jaú;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;33.19;1;9.5;33.19;2026-06-29;15:17:25;Cartão de Crédito;21.13;36.34;12.06;3.6
INV-004436;C;Jaú;Filiada;Gastrointestinais;Eno 100g - Haleon;11.23;1;8.0;11.23;2026-05-11;11:22:43;Cartão de Crédito;7.73;31.17;3.5;4.0
INV-004437;B;São Carlos;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;10.62;1;4.5;10.62;2026-05-19;13:18:46;Cartão de Débito;5.82;45.2;4.8;4.4
INV-004438;A;Jaú;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;21.25;1;5.2;21.25;2026-06-28;18:25:39;Pix;11.45;46.12;9.8;4.5
INV-004439;C;São Carlos;Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;10.11;1;7.5;10.11;2026-07-06;12:43:10;Cartão de Crédito;7.15;29.28;2.96;5.0
INV-004440;B;São Carlos;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;14.46;4;12.5;57.84;2026-07-01;15:40:40;Dinheiro;41.21;28.75;16.63;5.0
INV-004441;A;São Carlos;Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;45.81;1;12.5;45.81;2026-05-02;17:01:42;Pix;31.17;31.96;14.64;3.1
INV-004442;A;Bauru;Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;15.18;4;6.0;60.72;2026-06-05;17:08:49;Cartão de Débito;38.83;36.05;21.89;4.6
INV-004443;A;São Carlos;Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;39.08;1;12.5;39.08;2026-06-26;15:16:10;Pix;26.53;32.11;12.55;4.0
INV-004444;A;São Carlos;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - Medley;18.82;1;9.5;18.82;2026-05-30;13:19:43;Cartão de Crédito;12.53;33.42;6.29;4.5
INV-004445;A;Jaú;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;21.5;5;12.5;107.5;2026-07-18;15:55:24;Cartão de Crédito;74.33;30.86;33.17;4.1
INV-004446;A;Bauru;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;14.29;3;10.2;42.87;2026-05-11;12:03:57;Pix;32.41;24.4;10.46;4.1
INV-004447;A;Araraquara;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;15.98;2;11.3;31.96;2026-08-01;14:46:20;Cartão de Crédito;22.37;30.01;9.59;4.5
INV-004448;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;11.86;1;10.2;11.86;2026-05-14;22:33:44;Pix;6.76;43.0;5.1;4.9
INV-004449;A;São Carlos;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;26.71;1;4.5;26.71;2026-07-08;14:09:52;Pix;14.5;45.71;12.21;3.8
INV-004450;A;Bauru;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;24.09;2;10.2;48.18;2026-07-10;17:58:59;Pix;32.69;32.15;15.49;4.1
INV-004451;B;Bauru;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;18.76;2;6.0;37.52;2026-08-06;16:58:16;Cartão de Crédito;26.76;28.68;10.76;4.5
INV-004452;A;Jaú;Não Filiada;Analgésicos;Tylenol 750mg 20 comprimidos - Kenvue;18.01;3;5.2;54.03;2026-05-31;14:41:06;Pix;36.11;33.17;17.92;4.5
INV-004453;C;Bauru;Não Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;21.31;1;8.0;21.31;2026-05-11;17:11:38;Cartão de Débito;13.09;38.57;8.22;4.8
INV-004454;A;Bauru;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;33.49;3;8.0;100.47;2026-07-17;13:20:30;Pix;58.72;41.55;41.75;4.4
INV-004455;B;Jaú;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;12.32;1;11.3;12.32;2026-06-16;21:22:13;Cartão de Débito;8.36;32.14;3.96;4.4
INV-004456;C;Araraquara;Não Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;11.42;5;6.0;57.1;2026-06-24;19:41:29;Cartão de Débito;33.02;42.17;24.08;4.7
INV-004457;A;Bauru;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;19.48;2;8.0;38.96;2026-05-14;13:54:19;Pix;28.96;25.67;10.0;4.6
INV-004458;B;Jaú;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;15.8;1;6.0;15.8;2026-07-16;19:49:30;Cartão de Crédito;9.85;37.66;5.95;3.2
INV-004459;B;Bauru;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;15.57;2;6.0;31.14;2026-06-22;13:06:08;Cartão de Crédito;18.95;39.15;12.19;4.3
INV-004460;A;São Carlos;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;14.91;1;11.3;14.91;2026-06-12;16:09:44;Cartão de Crédito;9.18;38.43;5.73;4.4
INV-004461;A;Jaú;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;14.93;4;8.0;59.72;2026-08-06;14:54:33;Pix;35.15;41.14;24.57;5.0
INV-004462;A;Bauru;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;18.01;1;5.2;18.01;2026-07-23;14:43:25;Cartão de Crédito;13.34;25.93;4.67;4.4
INV-004463;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;13.82;3;8.0;41.46;2026-07-13;19:46:36;Cartão de Crédito;26.19;36.83;15.27;4.4
INV-004464;A;São Carlos;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;22.41;1;4.5;22.41;2026-07-16;18:32:39;Cartão de Crédito;15.22;32.08;7.19;3.5
INV-004465;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;8.72;1;8.0;8.72;2026-08-06;14:58:01;Cartão de Crédito;5.93;32.0;2.79;3.3
INV-004466;A;Bauru;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;35.12;2;6.0;70.24;2026-06-22;11:35:41;Cartão de Débito;45.85;34.72;24.39;3.9
INV-004467;C;Araraquara;Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;13.43;1;12.5;13.43;2026-06-19;16:28:52;Cartão de Crédito;9.25;31.12;4.18;4.1
INV-004468;A;Bauru;Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;25.61;1;7.5;25.61;2026-06-08;20:06:36;Cartão de Crédito;19.43;24.13;6.18;5.0
INV-004469;B;Araraquara;Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;18.0;1;5.2;18.0;2026-07-12;10:34:43;Cartão de Débito;10.28;42.89;7.72;3.8
INV-004470;A;Jaú;Não Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;22.74;5;5.2;113.7;2026-08-12;17:13:08;Pix;71.56;37.06;42.14;3.6
INV-004471;A;Jaú;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;19.6;1;4.5;19.6;2026-07-17;15:15:14;Pix;10.23;47.81;9.37;4.4
INV-004472;A;Araraquara;Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;21.94;1;7.5;21.94;2026-07-25;18:35:51;Cartão de Crédito;11.57;47.27;10.37;4.2
INV-004473;B;Bauru;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;13.26;1;8.0;13.26;2026-07-23;14:06:04;Pix;7.3;44.95;5.96;4.8
INV-004474;A;Jaú;Não Filiada;Antialérgicos;Allegra 120mg 10 comprimidos - Sanofi;49.2;4;6.0;196.8;2026-07-04;08:48:58;Cartão de Crédito;107.33;45.46;89.47;4.8
INV-004475;A;São Carlos;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;13.09;1;9.5;13.09;2026-06-16;09:22:38;Dinheiro;8.47;35.29;4.62;3.5
INV-004476;A;Jaú;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;16.35;1;4.5;16.35;2026-05-14;10:35:02;Cartão de Débito;11.99;26.67;4.36;3.8
INV-004477;B;Araraquara;Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;22.22;1;7.5;22.22;2026-06-23;12:31:57;Cartão de Crédito;12.84;42.21;9.38;3.7
INV-004478;B;Bauru;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;9.01;1;9.5;9.01;2026-07-31;16:59:49;Cartão de Débito;5.99;33.52;3.02;5.0
INV-004479;A;Jaú;Não Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;29.52;1;5.2;29.52;2026-05-03;12:47:39;Cartão de Débito;20.43;30.79;9.09;4.0
INV-004480;A;São Carlos;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;59.83;1;10.2;59.83;2026-05-16;18:26:54;Pix;43.48;27.33;16.35;5.0
INV-004481;B;Bauru;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;14.07;1;9.5;14.07;2026-05-20;16:28:43;Pix;9.11;35.25;4.96;4.4
INV-004482;A;Bauru;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;25.05;1;7.5;25.05;2026-05-24;16:25:23;Dinheiro;15.97;36.25;9.08;4.2
INV-004483;A;Bauru;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;17.97;2;6.0;35.94;2026-05-15;21:41:41;Cartão de Crédito;19.75;45.05;16.19;4.7
INV-004484;A;Araraquara;Não Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;23.01;1;6.0;23.01;2026-05-13;13:57:48;Dinheiro;15.05;34.59;7.96;4.4
INV-004485;A;Jaú;Não Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;43.15;1;5.2;43.15;2026-06-12;12:29:06;Cartão de Crédito;23.69;45.1;19.46;4.3
INV-004486;A;Araraquara;Não Filiada;Analgésicos;Tylenol 750mg 20 comprimidos - Kenvue;29.17;6;4.5;175.02;2026-07-18;09:00:20;Cartão de Crédito;114.79;34.41;60.23;5.0
INV-004487;A;São Carlos;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;10.0;1;5.2;10.0;2026-06-30;14:47:16;Cartão de Crédito;6.89;31.1;3.11;4.5
INV-004488;B;Jaú;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;9.42;1;7.5;9.42;2026-06-22;19:53:02;Cartão de Crédito;6.7;28.87;2.72;4.5
INV-004489;A;Jaú;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;20.41;2;5.2;40.82;2026-06-26;13:29:33;Cartão de Crédito;29.57;27.56;11.25;5.0
INV-004490;B;São Carlos;Não Filiada;Antialérgicos;Levocetirizina 5mg 10 comprimidos - Eurofarma;16.13;1;5.2;16.13;2026-08-13;17:06:15;Cartão de Crédito;9.29;42.41;6.84;4.9
INV-004491;B;Araraquara;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;7.08;2;8.0;14.16;2026-06-14;15:43:11;Cartão de Crédito;10.16;28.25;4.0;4.3
INV-004492;A;Araraquara;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;20.89;3;7.5;62.67;2026-05-30;13:19:43;Cartão de Crédito;45.33;27.67;17.34;4.4
INV-004493;B;Bauru;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;15.83;1;5.2;15.83;2026-07-16;19:10:05;Cartão de Crédito;11.72;25.96;4.11;4.2
INV-004494;B;Araraquara;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;14.9;1;8.0;14.9;2026-05-15;16:50:26;Cartão de Crédito;8.97;39.8;5.93;3.0
INV-004495;A;Jaú;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;13.33;1;8.0;13.33;2026-07-27;21:38:50;Pix;9.06;32.03;4.27;5.0
INV-004496;B;Araraquara;Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;22.59;1;8.0;22.59;2026-05-06;20:11:39;Cartão de Crédito;13.32;41.04;9.27;4.0
INV-004497;B;Bauru;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;13.48;1;7.5;13.48;2026-07-12;12:34:53;Dinheiro;7.74;42.58;5.74;4.0
INV-004498;A;Jaú;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;53.25;2;7.5;106.5;2026-08-10;11:54:42;Cartão de Débito;56.53;46.92;49.97;4.3
INV-004499;A;Araraquara;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;18.84;1;9.5;18.84;2026-06-17;13:15:19;Cartão de Crédito;11.88;36.94;6.96;3.6
INV-004500;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;8.67;1;6.0;8.67;2026-05-05;18:12:01;Pix;6.02;30.57;2.65;4.5
INV-004501;A;Jaú;Não Filiada;Gripe e Tosse;Mucosolvan Xarope 100ml - Boehringer Ingelheim;21.24;2;6.0;42.48;2026-06-17;13:19:56;Pix;23.69;44.23;18.79;4.9
INV-004502;A;São Carlos;Não Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;69.01;2;6.0;138.02;2026-07-11;19:38:05;Cartão de Crédito;95.31;30.94;42.71;5.0
INV-004503;B;Araraquara;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;12.98;1;9.5;12.98;2026-06-14;12:52:10;Cartão de Crédito;8.47;34.75;4.51;4.6
INV-004504;B;Jaú;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;9.4;5;5.2;47.0;2026-06-18;16:40:01;Pix;28.44;39.49;18.56;4.4
INV-004505;B;Araraquara;Não Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;11.76;1;4.5;11.76;2026-07-19;14:45:32;Cartão de Débito;8.9;24.32;2.86;4.9
INV-004506;A;São Carlos;Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;11.57;2;8.0;23.14;2026-08-02;12:31:09;Cartão de Crédito;16.55;28.48;6.59;4.8
INV-004507;A;Jaú;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;17.26;2;7.5;34.52;2026-06-20;09:24:37;Dinheiro;21.79;36.88;12.73;4.1
INV-004508;A;Bauru;Não Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;11.17;1;9.5;11.17;2026-06-29;16:56:12;Cartão de Crédito;7.36;34.11;3.81;5.0
INV-004509;A;São Carlos;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;20.82;1;6.0;20.82;2026-08-07;14:16:55;Cartão de Débito;15.54;25.36;5.28;4.2
INV-004510;A;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;12.5;1;4.5;12.5;2026-05-27;11:41:55;Cartão de Crédito;7.05;43.6;5.45;4.8
INV-004511;A;Bauru;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;35.77;1;7.5;35.77;2026-07-28;19:59:40;Dinheiro;23.78;33.52;11.99;4.7
INV-004512;B;Bauru;Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;9.31;3;11.3;27.93;2026-05-13;20:31:18;Cartão de Crédito;16.96;39.28;10.97;3.0
INV-004513;A;Bauru;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;23.81;1;6.0;23.81;2026-07-21;13:31:03;Cartão de Débito;15.46;35.07;8.35;4.3
INV-004514;A;Bauru;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;23.46;3;7.5;70.38;2026-07-14;15:14:54;Cartão de Débito;40.57;42.36;29.81;3.9
INV-004515;A;São Carlos;Não Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;65.73;2;7.5;131.46;2026-06-24;10:47:53;Cartão de Crédito;77.23;41.25;54.23;4.5
INV-004516;A;Bauru;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;14.78;1;5.2;14.78;2026-06-15;15:25:14;Cartão de Débito;10.11;31.6;4.67;4.4
INV-004517;B;Araraquara;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;11.35;5;8.0;56.75;2026-07-02;15:39:21;Cartão de Crédito;30.65;45.99;26.1;3.5
INV-004518;B;Araraquara;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;10.38;1;4.5;10.38;2026-06-29;13:01:52;Cartão de Crédito;7.19;30.73;3.19;4.4
INV-004519;A;São Carlos;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;11.75;3;8.0;35.25;2026-08-01;10:18:46;Pix;25.11;28.77;10.14;4.3
INV-004520;A;São Carlos;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;10.63;1;7.5;10.63;2026-05-09;11:28:32;Cartão de Débito;7.07;33.49;3.56;4.7
INV-004521;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;14.6;2;5.2;29.2;2026-06-24;11:51:50;Dinheiro;16.43;43.73;12.77;4.6
INV-004522;A;Jaú;Não Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;23.48;3;8.0;70.44;2026-07-31;13:08:06;Pix;40.09;43.09;30.35;4.7
INV-004523;A;Jaú;Filiada;Vitaminas e Suplementos;Vitamina C 1g 10 comprimidos efervescentes - Cimed;11.74;4;9.5;46.96;2026-06-29;18:42:10;Pix;35.4;24.62;11.56;4.4
INV-004524;A;Jaú;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;32.01;2;11.3;64.02;2026-07-30;17:09:08;Pix;46.45;27.44;17.57;4.0
INV-004525;A;Jaú;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;41.89;3;11.3;125.67;2026-05-11;16:02:12;Pix;79.11;37.05;46.56;3.3
INV-004526;A;Bauru;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;26.51;3;4.5;79.53;2026-06-24;09:04:01;Cartão de Crédito;43.63;45.14;35.9;3.9
INV-004527;A;Jaú;Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;20.23;1;7.5;20.23;2026-05-25;15:42:54;Pix;11.55;42.91;8.68;4.6
INV-004528;A;Bauru;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;16.79;2;10.2;33.58;2026-07-11;13:30:15;Cartão de Crédito;18.84;43.9;14.74;4.7
INV-004529;A;São Carlos;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;26.93;1;9.5;26.93;2026-06-26;19:09:52;Cartão de Crédito;20.35;24.43;6.58;4.7
INV-004530;A;Bauru;Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;47.21;6;4.5;283.26;2026-06-06;16:30:11;Cartão de Débito;155.26;45.19;128.0;4.4
INV-004531;C;São Carlos;Filiada;Cardiovasculares;Enalapril 10mg 30 comprimidos - Medley;10.5;1;6.0;10.5;2026-08-06;12:54:58;Cartão de Crédito;7.59;27.71;2.91;4.9
INV-004532;C;Bauru;Não Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;9.22;1;10.2;9.22;2026-06-09;17:47:40;Cartão de Crédito;6.66;27.77;2.56;4.3
INV-004533;A;São Carlos;Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;25.0;2;10.2;50.0;2026-06-16;09:41:02;Pix;37.56;24.88;12.44;4.4
INV-004534;C;Jaú;Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;9.53;2;5.2;19.06;2026-06-29;17:06:05;Cartão de Crédito;12.73;33.21;6.33;4.4
INV-004535;A;Jaú;Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;27.21;1;5.2;27.21;2026-05-05;17:15:34;Cartão de Crédito;20.24;25.62;6.97;5.0
INV-004536;A;Bauru;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;8.39;3;9.5;25.17;2026-05-20;15:07:04;Pix;18.22;27.61;6.95;5.0
INV-004537;A;Jaú;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;34.92;1;7.5;34.92;2026-07-23;15:32:37;Cartão de Crédito;18.31;47.57;16.61;4.9
INV-004538;B;Araraquara;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;9.01;4;8.0;36.04;2026-05-27;16:56:12;Cartão de Débito;27.07;24.89;8.97;4.4
INV-004539;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;8.83;3;11.3;26.49;2026-05-23;17:36:22;Pix;19.26;27.29;7.23;5.0
INV-004540;A;São Carlos;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;17.65;1;4.5;17.65;2026-07-13;08:34:59;Cartão de Débito;11.57;34.45;6.08;3.6
INV-004541;B;Araraquara;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;8.98;2;12.5;17.96;2026-07-16;14:45:53;Pix;9.49;47.16;8.47;4.1
INV-004542;A;Bauru;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;8.16;1;8.0;8.16;2026-05-08;10:16:08;Cartão de Débito;4.77;41.54;3.39;4.6
INV-004543;A;Araraquara;Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;14.02;1;11.3;14.02;2026-05-16;12:03:33;Pix;9.24;34.09;4.78;3.8
INV-004544;C;Jaú;Não Filiada;Antialérgicos;Histamin 2mg 20 comprimidos - Neo Química;9.71;2;7.5;19.42;2026-07-17;14:28:42;Pix;12.62;35.02;6.8;4.4
INV-004545;A;Bauru;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;10.29;3;8.0;30.87;2026-07-12;08:10:56;Cartão de Crédito;22.5;27.11;8.37;3.5
INV-004546;A;Jaú;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;27.33;2;7.5;54.66;2026-05-17;20:48:55;Pix;36.93;32.44;17.73;3.4
INV-004547;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;13.82;1;7.5;13.82;2026-05-29;14:08:55;Pix;9.29;32.78;4.53;4.3
INV-004548;A;Bauru;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;20.51;1;5.2;20.51;2026-06-26;14:41:57;Cartão de Crédito;13.88;32.33;6.63;5.0
INV-004549;B;Bauru;Não Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;10.75;1;6.0;10.75;2026-06-28;19:49:50;Pix;5.69;47.07;5.06;3.8
INV-004550;A;São Carlos;Filiada;Analgésicos;Tylenol 750mg 20 comprimidos - Kenvue;26.95;4;8.0;107.8;2026-07-11;21:46:37;Cartão de Crédito;59.08;45.19;48.72;3.2
INV-004551;A;Bauru;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;25.7;1;11.3;25.7;2026-07-14;21:34:38;Cartão de Crédito;14.27;44.47;11.43;4.2
